Epoch,TimeStamp,low,high,open,close,volume
942244200,1999-11-10 14:30:00,64.5,70.3125,65.0,68.25,80793700
942330600,1999-11-11 14:30:00,68.75,76.9375,68.75,75.0,28309000
942417000,1999-11-12 14:30:00,69.25,76.625,76.0,70.5,14768100
942676200,1999-11-15 14:30:00,67.3125,70.875,70.5,69.0,8675100
942762600,1999-11-16 14:30:00,65.0,68.0,67.875,66.0,6978600
942849000,1999-11-17 14:30:00,65.125,68.1875,65.5625,67.6875,5806900
942935400,1999-11-18 14:30:00,66.125,68.9375,67.9375,66.3125,4718700
943021800,1999-11-19 14:30:00,64.25,66.3125,66.3125,65.0,5091100
943281000,1999-11-22 14:30:00,61.0,64.25,64.0625,63.125,4785400
943367400,1999-11-23 14:30:00,63.25,67.0,63.375,66.1875,2832200
943453800,1999-11-24 14:30:00,65.9375,68.1875,66.0,67.6875,2179400
943626600,1999-11-26 14:30:00,68.1875,69.4375,68.4375,69.125,1322500
943885800,1999-11-29 14:30:00,67.0,70.25,70.0,68.125,1987000
943972200,1999-11-30 14:30:00,66.0625,67.625,67.375,66.0625,1686100
944058600,1999-12-01 14:30:00,65.625,67.375,66.25,65.875,1405700
944145000,1999-12-02 14:30:00,65.875,67.0625,66.0,67.0625,1391000
944231400,1999-12-03 14:30:00,66.3125,67.6875,67.4375,66.4375,1753500
944490600,1999-12-06 14:30:00,65.375,66.5,66.5,66.25,1398900
944577000,1999-12-07 14:30:00,65.875,68.0,65.9375,68.0,1793100
944663400,1999-12-08 14:30:00,66.75,68.375,68.0,68.375,1774000
944749800,1999-12-09 14:30:00,66.625,68.75,68.375,67.5,1713600
944836200,1999-12-10 14:30:00,65.375,67.0,66.375,66.125,1248600
945095400,1999-12-13 14:30:00,64.875,66.9375,66.375,66.0,1417800
945181800,1999-12-14 14:30:00,64.75,66.0,66.0,65.0,1886600
945268200,1999-12-15 14:30:00,63.6875,65.0625,65.0,63.75,1602800
945354600,1999-12-16 14:30:00,63.25,64.0625,63.75,64.0,1364600
945441000,1999-12-17 14:30:00,64.6875,67.625,64.75,66.625,1980800
945700200,1999-12-20 14:30:00,66.9375,68.5,67.6875,68.5,1501300
945786600,1999-12-21 14:30:00,67.5,69.0,68.25,69.0,1265200
945873000,1999-12-22 14:30:00,66.0625,68.9375,68.9375,67.0,1264700
945959400,1999-12-23 14:30:00,65.625,67.875,66.5,67.75,1180600
946305000,1999-12-27 14:30:00,67.5,69.6875,68.5,69.6875,1478800
946391400,1999-12-28 14:30:00,68.0625,69.6875,69.5,69.0,1051400
946477800,1999-12-29 14:30:00,67.5625,69.375,69.0,68.0,904700
946564200,1999-12-30 14:30:00,68.0,69.5,69.25,68.0,926700
946650600,1999-12-31 14:30:00,68.375,69.5,68.875,69.0,649300
946909800,2000-01-03 14:30:00,67.0,69.75,69.6875,67.0625,1273200
946996200,2000-01-04 14:30:00,64.625,67.0,67.0,64.9375,1385800
947082600,2000-01-05 14:30:00,64.75,68.0,64.875,68.0,1401700
